시도명,시군구명,의료기관종별,의료기관명,개설구분,개설일자,입원실,병상,연락처,응급의료센터지정,소재지도로명주소,소재지지번주소,경도,위도,데이터기준일자
강원도,강릉시,의원,하나산부인과의원,민간,09/20/2000,0,7,033-651-6008,N,강원도 강릉시 강릉대로 385 (포남동),강원도 강릉시 포남1동 1238번지 3호,128.907824,37.769095,03/28/2018
강원도,강릉시,의원,정의흠외과의원,민간,03/07/1988,5,5,033-646-2630,N,강원도 강릉시 경강로 2085 (임당동),강원도 강릉시 임당동 81번지 6호,128.895001,37.754228,03/28/2018
강원도,강릉시,의원,경선산부인과의원,민간,01/23/1995,4,4,033-643-7131,N,강원도 강릉시 옥가로7번길 3 (옥천동),강원도 강릉시 옥천동 155번지 2호,128.898499,37.757318,03/28/2018
강원도,강릉시,의원,박민형안과의원,민간,02/09/1996,2,4,033-647-5043,N,강원도 강릉시 경강로 2109  4층 (임당동  문선빌딩),강원도 강릉시 임당동 112-1,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,박정빈외과의원,민간,10/15/2010,4,4,033-648-0080,N,강원도 강릉시 경강로 2109  3층 (임당동  문선빌딩),강원도 강릉시 임당동 112-1,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,여정언산부인과의원,민간,11/01/2003,3,3,033-648-4906,N,강원도 강릉시 경강로 2082 (임당동),강원도 강릉시 임당동 128번지 2호 메디칼센터 5층,128.895155,37.753839,03/28/2018
강원도,강릉시,의원,본정형외과의원,민간,12/28/2010,1,3,033-648-7582,N,강원도 강릉시 금성로 58  2층 (금학동  남전빌딩),강원도 강릉시 금학동 71번지 남전빌딩2층,128.895491,37.752512,03/28/2018
강원도,강릉시,의원,유주왕외과의원,민간,07/22/1987,3,3,033-662-8767,N,강원도 강릉시 주문진읍 해안3길 7,강원도 강릉시 주문진읍 교항리 115번지 4호,128.825867,37.88573,03/28/2018
강원도,강릉시,의원,한빛안과의원,민간,02/24/2001,1,2,033-642-6429,N,강원도 강릉시 경강로 2102 (임당동),강원도 강릉시 임당동 119번지 2호 신영2빌딩5층,128.896904,37.754889,03/28/2018
강원도,강릉시,의원,성심외과의원,민간,02/28/1990,2,2,033-645-4082,N,강원도 강릉시 율곡로 2792 (성남동),강원도 강릉시 성남동 26번지 1호,128.901561,37.754304,03/28/2018
강원도,강릉시,의원,서울수이비인후과의원,민간,01/03/2011,2,2,033-655-0575,N,강원도 강릉시 경강로 2120  5층 501 502호 (옥천동  씨네몰),강원도 강릉시 옥천동 189번지,128.898163,37.755807,03/28/2018
강원도,강릉시,의원,강남마취통증의학과의원,민간,03/03/2016,1,1,033-643-3362,N,강원도 강릉시 신대학길 17  강릉1번가 3층 307호 (금학동),강원도 강릉시 금학동 92-1,128.895656,37.753051,03/28/2018
강원도,강릉시,의원,이지마취통증의학과의원,민간,05/15/2014,1,1,033-644-2782,N,강원도 강릉시 경강로 2108  4층 (임당동),강원도 강릉시 임당동 116번지 4호,128.897159,37.755364,03/28/2018
강원도,강릉시,의원,연세플러스비뇨기과의원,민간,04/01/2003,1,1,033-646-0182,N,강원도 강릉시 경강로 2110  3층 (임당동  동아빌딩),강원도 강릉시 임당동 114번지 2호 동아빌딩3층,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,우리예수의원,민간,01/09/2006,0,0,033-534-2119,N,강원도 강릉시 옥계면 현내시장길 81,강원도 강릉시 옥계면 현내리 370번지 3호,129.035076,37.608566,03/28/2018
강원도,강릉시,의원,인성의원,민간,12/13/2004,0,0,033-641-1040,N,강원도 강릉시 율곡로 2809 (옥천동),강원도 강릉시 옥천동 71번지 2호,128.899554,37.755364,03/28/2018
강원도,강릉시,의원,서울에이스정형외과의원,민간,06/10/2016,0,0,033-641-1253,N,강원도 강릉시 금성로22번길 8  2층 (금학동),강원도 강릉시 금학동 8-13,128.90285,37.742752,03/28/2018
강원도,강릉시,의원,김이비인후과의원,민간,04/06/1990,0,0,033-641-2304,N,강원도 강릉시 금성로22번길 12 (금학동),강원도 강릉시 금학동 10번지 2호,128.89754,37.754956,03/28/2018
강원도,강릉시,의원,박유인소아청소년과의원,민간,03/03/2003,0,0,033-641-2391,N,강원도 강릉시 솔올로5번길 52  2층 (교동  청호빌딩),강원도 강릉시 교동 1888번지 1호 청호빌딩2층,128.87718,37.763543,03/28/2018
강원도,강릉시,의원,장신경과의원,민간,02/09/1991,0,0,033-641-2717,N,강원도 강릉시 경강로2095번길 3 (임당동),강원도 강릉시 임당동 85번지 6호,128.895734,37.754808,03/28/2018
강원도,강릉시,의원,우리들내과의원,민간,12/16/2002,0,0,033-641-3975,N,강원도 강릉시 경강로 2079  2 3층 (임당동  유암빌딩),강원도 강릉시 임당동 142번지 3호 2.3층,128.894509,37.753934,03/28/2018
강원도,강릉시,의원,한기철내과의원,민간,05/06/2011,0,0,033-641-6714,N,강원도 강릉시 솔올로 25  3층 (교동  현진빌딩),강원도 강릉시 교동 1882번지 3호,128.877597,37.764189,03/28/2018
강원도,강릉시,의원,세란신경과의원,민간,09/21/2001,0,0,033-641-7119,N,강원도 강릉시 경강로 2120  5층 512호 (옥천동),강원도 강릉시 옥천동 189번지 씨네몰(5층 512호),128.898163,37.755807,03/28/2018
강원도,강릉시,의원,영동마취통증의학과의원,민간,11/30/2007,0,0,033-641-7531,N,강원도 강릉시 경강로 2089 (임당동  청암메디컬빌딩),강원도 강릉시 임당동 83-1,128.895481,37.754557,03/28/2018
강원도,강릉시,의원,강남의원,민간,04/16/2008,0,0,033-6418214,N,강원도 강릉시 노가니길 31 (노암동),강원도 강릉시 노암동 307번지 7호,128.901695,37.747617,03/28/2018
강원도,강릉시,의원,서울피부과의원,민간,03/18/2004,0,0,033-641-8711,N,강원도 강릉시 경강로2095번길 4 (임당동),강원도 강릉시 임당동 86번지 5층,128.895952,37.755004,03/28/2018
강원도,강릉시,의원,김동일내과의원,민간,12/05/2001,0,0,033-641-8898,N,강원도 강릉시 교동광장로 145  2층 (교동  성심빌딩),강원도 강릉시 교동 1854번지 2호 성심빌딩2층,128.87906,37.76315,03/28/2018
강원도,강릉시,의원,상쾌한이비인후과의원,민간,05/14/2007,0,0,033-641-8904,N,강원도 강릉시 경강로 2108  2층 (임당동),강원도 강릉시 임당동 116번지 4호,128.897159,37.755364,03/28/2018
강원도,강릉시,의원,연세소아청소년과의원,민간,03/27/2001,0,0,033-641-9508,N,강원도 강릉시 금성로22번길 8 (금학동),강원도 강릉시 금학동 8번지 3호,128.897738,37.754477,03/28/2018
강원도,강릉시,의원,연세피부과의원,민간,03/04/1994,0,0,033-642-0619,N,강원도 강릉시 경강로 2079  4층 (임당동),강원도 강릉시 임당동 142번지 3호,128.8947,37.753797,03/28/2018
강원도,강릉시,의원,서이비인후과의원,민간,11/07/1996,0,0,033-642-1746,N,강원도 강릉시 경강로 2109  3층 (임당동  문선빌딩),강원도 강릉시 임당동 112번지 1호 문선빌딩3층,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,세원마취통증의원,민간,07/20/2005,0,0,033-642-8030,N,강원도 강릉시 경강로 2120 (옥천동),강원도 강릉시 옥천동 189번지 씨네몰(5층),128.898759,37.755388,03/28/2018
강원도,강릉시,의원,김남원내과의원,민간,04/26/1991,0,0,033-642-9155,N,강원도 강릉시 경강로 2120  5층 505호 (옥천동  시네몰),강원도 강릉시 옥천동 189번지 씨네몰 5층(505호),128.898163,37.755807,03/28/2018
강원도,강릉시,의원,홍내과의원,민간,04/24/1995,0,0,033-643-5007,N,강원도 강릉시 금성로 18 (금학동),강원도 강릉시 금학동 3번지,128.898453,37.754418,03/28/2018
강원도,강릉시,의원,보리수의원,민간,10/13/2003,0,0,033-643-6803,N,강원도 강릉시 강변로 332  2층 (노암동),강원도 강릉시 노암동 266번지 4호,128.90355,37.751757,03/28/2018
강원도,강릉시,의원,최정준성형외과의원,민간,04/27/1999,0,0,033-643-7033,N,강원도 강릉시 경강로 2110  7층 (임당동  동아빌딩),강원도 강릉시 임당동 114번지 2호,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,세가온소아청소년과의원,민간,11/27/2015,0,0,033-643-7114,N,강원도 강릉시 율곡로 2982-6  1층 (교동),강원도 강릉시 교동 723-7,128.892599,37.768788,03/28/2018
강원도,강릉시,의원,이상용내과의원,민간,05/25/1983,0,0,033-643-7676,N,강원도 강릉시 금성로22번길 12 (금학동),강원도 강릉시 금학동 10번지 2호,128.89754,37.754956,03/28/2018
강원도,강릉시,의원,햇살정신건강의학과의원,민간,04/26/2013,0,0,033-643-7711,N,강원도 강릉시 경강로 2110  4층 (임당동  동아빌딩),강원도 강릉시 임당동 114번지 2호,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,연세마취통증의학과의원,민간,04/27/1998,0,0,033-643-7775,N,강원도 강릉시 경강로 2110  3층 (임당동  동아빌딩),강원도 강릉시 임당동 114번지 2호,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,서울정형외과의원,민간,04/18/2002,0,0,033-643-8801,N,강원도 강릉시 경강로 2109  4층 (임당동  문선빌딩),강원도 강릉시 임당동 112번지 1호 문선빌딩4층,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,아산마취통증의학과의원,민간,11/04/2016,0,0,033-644-2131,N,강원도 강릉시 교동광장로 105  3층 (교동),강원도 강릉시 교동 1880-4,128.876056,37.764416,03/28/2018
강원도,강릉시,의원,우신김비뇨기과의원,민간,11/06/1991,0,0,033-644-4951,N,강원도 강릉시 경강로 2082 (임당동),강원도 강릉시 임당동 128번지 2호,128.895155,37.753839,03/28/2018
강원도,강릉시,의원,조소아청소년과의원,민간,10/01/2002,0,0,033-644-8256,N,강원도 강릉시 교동광장로 105 (교동),강원도 강릉시 교1동 1088번지 4호,128.876438,37.765044,03/28/2018
강원도,강릉시,의원,손정형외과의원,민간,02/26/2002,0,0,033-645-0046,N,강원도 강릉시 성덕포남로 189 (포남동),강원도 강릉시 포남1동 1165번지 10호,128.908075,37.768282,03/28/2018
강원도,강릉시,의원,강릉연세정형외과의원,민간,01/28/2011,0,0,033-645-0075,N,강원도 강릉시 경강로 2082  3층 (임당동),강원도 강릉시 임당동 128번지 2호 3층,128.895171,37.754208,03/28/2018
강원도,강릉시,의원,서울성형외과의원,민간,01/02/2001,0,0,033-645-0570,N,강원도 강릉시 경강로 2097  4층 (임당동  원영빌딩),강원도 강릉시 임당동 86,128.896291,37.754893,03/28/2018
강원도,강릉시,의원,Dr. 신형직의 비타민 정신과의원,민간,02/26/2010,0,0,033-645-0900,N,강원도 강릉시 경강로 2109  6층 (임당동  문선빌딩),강원도 강릉시 임당동 112번지 1호 문선빌딩6층,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,서울이비인후과의원,민간,12/18/1999,0,0,033-645-2260,N,강원도 강릉시 경강로 2102  3층 (임당동  신영빌딩),강원도 강릉시 임당동 119번지 2호,128.89677,37.755097,03/28/2018
강원도,강릉시,의원,강릉성모안과의원,민간,02/03/2016,0,0,033-645-7337,N,강원도 강릉시 경강로 2089  1층 (임당동),강원도 강릉시 임당동 83-1,128.895491,37.75444,03/28/2018
강원도,강릉시,의원,이명호내과의원,민간,05/18/2002,0,0,033-645-7747,N,강원도 강릉시 솔올로5번길 40  2층 (교동),강원도 강릉시 교동 1885-9,128.875504,37.763844,03/28/2018
강원도,강릉시,의원,이종화외과의원,민간,12/07/1995,0,0,033-646-0196,N,강원도 강릉시 강릉대로 165 (교동),강원도 강릉시 교동 923-7,128.888696,37.757528,03/28/2018
강원도,강릉시,의원,난소아청소년과의원,민간,12/30/1998,0,0,033-646-2730,N,강원도 강릉시 범일로 604  2층 (내곡동  하나로마트),강원도 강릉시 내곡동 422번지 10호,128.880021,37.741798,03/28/2018
강원도,강릉시,의원,임수빈신경과의원,민간,08/26/2014,0,0,033-646-5522,N,강원도 강릉시 옥가로 21  2층 (옥천동),강원도 강릉시 옥천동 283,128.899234,37.758025,03/28/2018
강원도,강릉시,의원,솔빛안과의원,민간,03/14/2014,0,0,033-646-7572,N,강원도 강릉시 경강로 2120  5층 518호 (옥천동),강원도 강릉시 옥천동 189번지 씨네몰 518호,128.898163,37.755807,03/28/2018
강원도,강릉시,의원,아름다운피부과의원,민간,06/30/1994,0,0,033-64-67891,N,강원도 강릉시 경강로 2100  3층 (임당동  신영빌딩),강원도 강릉시 임당동 119번지 3호,128.896542,37.754973,03/28/2018
강원도,강릉시,의원,김남동내과의원,민간,05/01/1996,0,0,033-646-8275,N,강원도 강릉시 율곡로 2844 (옥천동),강원도 강릉시 옥천동 152번지 1호,128.897609,37.75783,03/28/2018
강원도,강릉시,의원,솔올이비인후과의원,민간,05/31/2004,0,0,033-647-3120,N,강원도 강릉시 교동광장로 115 (교동),강원도 강릉시 교동 1881번지 4호,128.877526,37.764928,03/28/2018
강원도,강릉시,의원,베스트안과의원,민간,08/02/2005,0,0,033-647-6166,N,강원도 강릉시 경강로 2110 (임당동),강원도 강릉시 임당동 114번지 2호 동아프라자 2층,128.897612,37.755289,03/28/2018
강원도,강릉시,의원,중앙진단방사선과의원,민간,04/23/1999,0,0,033-647-6733,N,강원도 강릉시 경강로 2083 (임당동),강원도 강릉시 임당동 80번지 1호,128.894875,37.754183,03/28/2018
강원도,강릉시,의원,델포이내과의원,민간,07/18/2003,0,0,033-648-1589,N,강원도 강릉시 옥가로 52 (옥천동),강원도 강릉시 옥천동 330번지 1호,128.900325,37.760999,03/28/2018
강원도,강릉시,의원,중앙정형외과의원,민간,09/27/1984,0,0,033-648-2250,N,강원도 강릉시 금성로42번길 9 (금학동),강원도 강릉시 금학동 98번지,128.895672,37.753466,03/28/2018
강원도,강릉시,의원,박비뇨기과의원,민간,09/07/1990,0,0,033-648-2430,N,강원도 강릉시 경강로 2092-1 (임당동),강원도 강릉시 임당동 123번지 2호,128.896047,37.754418,03/28/2018
강원도,강릉시,의원,홍현일내과의원,민간,10/04/2016,0,0,033-648-2571,N,강원도 강릉시 경강로 2110  3층 (임당동  동아빌딩),강원도 강릉시 임당동 114-2,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,제일이비인후과의원,민간,02/05/1985,0,0,033-648-2946,N,강원도 강릉시 문화의길 15 (임당동),강원도 강릉시 임당동 74번지 1호,128.894002,37.755172,03/28/2018
강원도,강릉시,의원,제일내과의원,민간,02/28/1989,0,0,033-648-2948,N,강원도 강릉시 문화의길 15 (임당동),강원도 강릉시 임당동 74번지 1호,128.894002,37.755172,03/28/2018
강원도,강릉시,의원,공내과의원,민간,01/08/1981,0,0,033-648-4230,N,강원도 강릉시 옥가로 53-1 (교동),강원도 강릉시 교2동 136번지 3호,128.899852,37.761237,03/28/2018
강원도,강릉시,의원,이해욱성형외과의원,민간,04/29/1996,0,0,033-648-4353,N,강원도 강릉시 경강로 2109  4층 (임당동  문선빌딩),강원도 강릉시 임당동 112번지 1호,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,의료법인강릉성한의원,의료법인,06/09/2003,0,0,033-648-6818,N,강원도 강릉시 금성로 10 (옥천동),강원도 강릉시 옥천동 62번지 7호,128.89922,37.754961,03/28/2018
강원도,강릉시,의원,세란재활의학과의원,민간,09/21/2001,0,0,033-648-7119,N,강원도 강릉시 경강로 2120  5층 513호 (옥천동),강원도 강릉시 옥천동 189번지 씨네몰(5층 513호),128.898163,37.755807,03/28/2018
강원도,강릉시,의원,도담도담소아청소년과의원,민간,06/08/2007,0,0,033-648-7271,N,강원도 강릉시 경강로 2109  4층 (임당동  문선빌딩),강원도 강릉시 임당동 112번지 1호 문선빌딩 4층,128.897273,37.7554,03/28/2018
강원도,강릉시,의원,윤이비인후과의원,민간,12/28/1990,0,0,033-648-9333,N,강원도 강릉시 금성로 42 (금학동),강원도 강릉시 금학동 47번지 3호,128.896244,37.752921,03/28/2018
강원도,강릉시,의원,윤내과의원,민간,03/08/1994,0,0,033-648-9557,N,강원도 강릉시 경강로 2082  2층 (임당동),강원도 강릉시 임당동 128번지 2호,128.895171,37.754208,03/28/2018
강원도,강릉시,의원,푸른내과의원,민간,04/20/2006,0,0,033-648-9878,N,강원도 강릉시 금성로22번길 10 (금학동),강원도 강릉시 금학동 10번지 8호 중화당빌딩2층1호,128.897571,37.75474,03/28/2018
강원도,강릉시,의원,공군제18전비항공의무대대의원,국립,07/11/2011,0,0,033-649-3610,N,강원도 강릉시 성덕로 334-34 (학동),강원도 강릉시 학동 334번지 5호 사서함,128.92011,37.753881,03/28/2018
강원도,강릉시,의원,현소아청소년과의원,민간,03/04/1994,0,0,033-65-16235,N,강원도 강릉시 성덕포남로 75  2층 (입암동  대성빌딩),강원도 강릉시 입암동 93번지 4호,128.917323,37.760696,03/28/2018
강원도,강릉시,의원,좋은하루내과의원,민간,11/03/2016,0,0,033-651-8275,N,강원도 강릉시 하평길 21  2층 (포남동),강원도 강릉시 포남동 1289-3,128.911289,37.77024,03/28/2018
