TIME,Now,Changes,Changespercent,DayMin,DayMax,YearMin,YearMax
2018-10-25 15:20:17,1137.8,0.4000244,0.035170076,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:20:02,1137.95,0.54992676,0.04834946,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:19:48,1137.93,0.5300293,0.046600078,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:19:31,1137.8,0.4000244,0.035170076,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:19:16,1137.8,0.4000244,0.035170076,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:19:01,1137.98,0.57995605,0.05098963,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:18:46,1137.98,0.57995605,0.05098963,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:18:35,1138.0,0.5999756,0.052749744,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:18:16,1138.0,0.5999756,0.052749744,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:18:04,1138.0,0.5999756,0.052749744,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:17:46,1137.91,0.51000977,0.044839963,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:17:34,1137.91,0.51000977,0.044839963,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:17:17,1137.7,0.29992676,0.026369505,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:17:03,1137.7,0.29992676,0.026369505,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:16:49,1137.9,0.5,0.043959907,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:16:32,1137.98,0.57995605,0.05098963,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:16:17,1137.98,0.57995605,0.05098963,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:16:05,1137.98,0.57995605,0.05098963,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:15:46,1138.17,0.77001953,0.067699974,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:15:31,1138.17,0.77001953,0.067699974,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:15:20,1138.17,0.77001953,0.067699974,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:15:01,1138.2,0.79992676,0.07032941,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:14:53,1138.2,0.79992676,0.07032941,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:14:32,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:14:17,1138.0,0.5999756,0.052749744,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:14:01,1138.2,0.79992676,0.07032941,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:13:46,1138.2,0.79992676,0.07032941,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:13:31,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:13:17,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:13:02,1138.33,0.92993164,0.08175942,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:12:47,1138.23,0.82995605,0.072969584,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:12:31,1138.15,0.75,0.065939856,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:12:18,1138.15,0.75,0.065939856,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:12:02,1138.04,0.64001465,0.05626997,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:11:46,1137.8,0.4000244,0.035170076,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:11:31,1137.8,0.4000244,0.035170076,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:11:18,1137.8,0.4000244,0.035170076,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:11:07,1137.8,0.4000244,0.035170076,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:10:48,1137.83,0.42993164,0.03779951,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:10:33,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:10:18,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:10:03,1138.2,0.79992676,0.07032941,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:09:47,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:09:33,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:09:18,1138.21,0.8099365,0.071209465,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:09:02,1138.15,0.75,0.065939856,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:08:47,1138.13,0.72998047,0.06417975,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:08:31,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:08:20,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:08:04,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:07:48,1138.11,0.70996094,0.06241964,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:07:32,1138.11,0.70996094,0.06241964,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:07:23,1138.17,0.77001953,0.067699974,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:07:03,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:06:47,1138.19,0.789917,0.06944936,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:06:32,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
2018-10-25 15:06:25,1138.1,0.6999512,0.06153958,1137.4,1137.7,1132.0,1140.15
